"";"month.of.tweet";"day.of.tweet";"day.of.week";"hour.of.tweet";"period.of.tweet";"text";"route";"routetype";"disrupt";"disrupt_reason";"reasongroup"
"874";"5";"25";"Friday";"20";"Evening";"line 1 customers will experience longer than normal travel times northbound  between union and sheppardwest stations. ";"line 1";"subway";"delay";NA;NA
"875";"5";"25";"Friday";"19";"Evening Rush";"501 queen holding eastbound at queen and bathurst due to collision.";"501";"streetcar";"delay";"to collision";"collision on the road"
"876";"5";"25";"Friday";"19";"Evening Rush";"elevator alert davisville station southbound platform to concourse out of service.";"davisville";"elevator";"elevator down";NA;NA
"877";"5";"25";"Friday";"19";"Evening Rush";"line 1 train service holding southbound at glencairn station due to medical emergency on board train. response personnel en route. ";"line 1";"subway";"delay";"to medical emergency on board train";"medical"
"878";"5";"25";"Friday";"18";"Evening Rush";"line 1 train service holding northbound at stclairwest station due to medical emergency on board train. ";"line 1";"subway";"delay";"to medical emergency on board train";"medical"
"879";"5";"25";"Friday";"18";"Evening Rush";"22 coxwell diverting northbound via queen craven dundas due to collision at coxwell and dundas.";"22";"bus";"detour";"to collision at coxwell and dundas";"collision on the road"
"880";"5";"25";"Friday";"18";"Evening Rush";"elevator alert dufferin station street to concourse level out of service. ";"dufferin";"elevator";"elevator down";NA;NA
"881";"5";"25";"Friday";"18";"Evening Rush";"line 1 customers will experience longer than normal travel times northbound between eglinton and finch stations. ";"line 1";"subway";"delay";NA;NA
"882";"5";"25";"Friday";"18";"Evening Rush";"53e steeles east express diverting westbound via leslie finch due to collision at bayview and steeles.";"53";"bus";"detour";"to collision at bayview and steeles";"collision on the road"
"883";"5";"25";"Friday";"17";"Evening Rush";"165 weston road north diverting both ways via rivalda bradstock due to collision at weston and sheppard.";"165";"bus";"detour";"to collision at weston and sheppard";"collision on the road"
"884";"5";"25";"Friday";"17";"Evening Rush";"elevator alert main street station westbound subway platform to concourse out of service. ";"main street";"elevator";"elevator down";NA;NA
"885";"5";"25";"Friday";"17";"Evening Rush";"84 sheppardwest diverting westbound via samba bradstock due to collision at sheppard and weston.";"84";"bus";"detour";"to collision at sheppard and weston";"collision on the road"
"886";"5";"25";"Friday";"16";"Evening Rush";"29 dufferin turning back northbound at springhurst loop due to tfc game at bmo field.";"29";"bus";"no service";"to tfc game at bmo field";"activities/protest"
"887";"5";"25";"Friday";"16";"Evening Rush";"131 nugget diverting both ways via markham sheppard shorting due to fire investigation at nugget and markham.";"131";"bus";"detour";"to fire investigation at nugget and markham";"fire"
"888";"5";"25";"Friday";"15";"Midday";"line 1 trains holding northbound at downsview park station due to mechanical difficulties on board train . ";"line 1";"subway";"delay";"to mechanical difficulties on board train ";"mechanical"
"889";"5";"25";"Friday";" 9";"Morning Rush";"36 finchwest diverting eastbound via sentinel four winds due to collision at finch and sentinel. ";"36";"bus";"detour";"to collision at finch and sentinel";"collision on the road"
"890";"5";"25";"Friday";" 9";"Morning Rush";"67 pharmacy diverting both ways via lawrence victoria park ellesmere due to collision at pharmacy and princeway. ";"67";"bus";"detour";"to collision at pharmacy and princeway";"collision on the road"
"891";"5";"25";"Friday";" 8";"Morning Rush";"line 2 train service holding westbound  at dundaswest station due to mechanical difficulties on board train. response personnel have been dispatched. ";"line 2";"subway";"delay";"to mechanical difficulties on board train";"mechanical"
"892";"5";"25";"Friday";" 7";"Morning Rush";"121 fort york-esplanade diverting westbound via front wellington bay due to parked auto blocking roadway at front and yonge. ";"121";"bus";"detour";"to parked auto blocking roadway at front and yonge";"blockage on the road/rail"
"893";"5";"25";"Friday";" 7";"Morning Rush";"501 queen and 503 kingston road diverting westbound via broadview dundas parliament due to stalled streetcar at queen and broadview. ";"501";"streetcar";"detour";"to stalled streetcar at queen and broadview";"stalled streetcar"
"894";"5";"25";"Friday";" 7";"Morning Rush";"501 queen and 503 kingston road diverting westbound via broadview dundas parliament due to stalled streetcar at queen and broadview. ";"503";"streetcar";"detour";"to stalled streetcar at queen and broadview";"stalled streetcar"
"895";"5";"25";"Friday";" 7";"Morning Rush";"504 king diverting westbound via dundas parliament due to stalled streetcar at queen and broadview. ";"504";"streetcar";"detour";"to stalled streetcar at queen and broadview";"stalled streetcar"
"896";"5";"25";"Friday";" 5";"Late night";"elevator alert victoria park station westbound platform to concourse to bus level out of service. ";"victoria park";"elevator";"elevator down";NA;NA
"897";"5";"25";"Friday";" 1";"Late night";"line 1 trains are currently holding northbound at wilson station due to medical emergency on train. ";"line 1";"subway";"delay";"to medical emergency on train";"medical"
"898";"5";"24";"Thursday";"20";"Evening";"88 south leaside diverting both ways via mt pleasant rose park due to emergency hydro wire repairs at st clair and welland.";"88";"bus";"detour";"to emergency hydro wire repairs at st clair and welland";"watermain/sewer/road repairs"
"899";"5";"24";"Thursday";"19";"Evening Rush";"line 2 trains are holding eastbound at main street station due to medical emergency on board train. ";"line 2";"subway";"delay";"to medical emergency on board train";"medical"
"900";"5";"24";"Thursday";"18";"Evening Rush";"elevator alert spadina station eastbound platform to concourse out of service. ";"spadina";"elevator";"elevator down";NA;NA
"901";"5";"24";"Thursday";"18";"Evening Rush";"97 yonge diverting both ways via king bay queen due to police investigation at yonge and adelaide.";"97";"bus";"detour";"to police investigation at yonge and adelaide";"police/security"
"902";"5";"24";"Thursday";"18";"Evening Rush";"501 queen and 504 king routes diverting westbound via parliament dundas broadview due to stalled streetcar at queen and carroll.";"501";"streetcar";"detour";"to stalled streetcar at queen and carroll";"stalled streetcar"
"903";"5";"24";"Thursday";"18";"Evening Rush";"501 queen and 504 king routes diverting westbound via parliament dundas broadview due to stalled streetcar at queen and carroll.";"504";"streetcar";"detour";"to stalled streetcar at queen and carroll";"stalled streetcar"
"904";"5";"24";"Thursday";"16";"Evening Rush";"line 2 trains are holding at jane station westbound due to mechanical problem on train. ";"line 2";"subway";"delay";"to mechanical problem on train";"mechanical"
"905";"5";"24";"Thursday";"16";"Evening Rush";"line 2 trains are holding eastbound at warden station due to medical emergency on board train. ";"line 2";"subway";"delay";"to medical emergency on board train";"medical"
"906";"5";"24";"Thursday";"15";"Midday";"line 1 trains are holding at southbound at st clair station due to mechanical problem on train. ";"line 1";"subway";"delay";"to mechanical problem on train";"mechanical"
"907";"5";"24";"Thursday";"14";"Midday";"501 queen diverting westbound via shaw king roncesvalles due to collision at queen and beaconsfield near dufferin.";"501";"streetcar";"detour";"to collision at queen and beaconsfield near dufferin";"collision on the road"
"908";"5";"24";"Thursday";"11";"Midday";"121 fort york-esplanade diverting both ways via spadina front due to heavy traffic at blue jays and navy wharf. ";"121";"bus";"detour";"to heavy traffic at blue jays and navy wharf";"blockage on the road/rail"
"909";"5";"24";"Thursday";"10";"Midday";"503 kingston road turning back westbound at queen and kingston due to stalled streetcar at bingham loop near victoria park.";"503";"streetcar";"no service";"to stalled streetcar at bingham loop near victoria park";"stalled streetcar"
"910";"5";"24";"Thursday";" 9";"Morning Rush";"21 brimley diverting southbound via mcnicoll cleadon alex muir due to collision at brimley and danjohn near mcnicoll.";"21";"bus";"detour";"to collision at brimley and danjohn near mcnicoll";"collision on the road"
"911";"5";"24";"Thursday";" 9";"Morning Rush";"61 avenue road north and 142 downtown/avenue road express diverting both ways via castlefield castlewood eglinton due to collision at eglinton and avenue. ";"61";"bus";"detour";"to collision at eglinton and avenue";"collision on the road"
"912";"5";"24";"Thursday";" 9";"Morning Rush";"61 avenue road north and 142 downtown/avenue road express diverting both ways via castlefield castlewood eglinton due to collision at eglinton and avenue. ";"142";"bus";"detour";"to collision at eglinton and avenue";"collision on the road"
"913";"5";"24";"Thursday";" 9";"Morning Rush";"5 avenue road diverting both ways via roselawn castleknock eglinton due to collision at avenue and eglinton. ";"5";"bus";"detour";"to collision at avenue and eglinton";"collision on the road"
"914";"5";"24";"Thursday";" 6";"Morning Rush";"509 harbourfront and 510 spadina no service along queen's quay spadina to union station due to stalled streetcar at rees.";"509";"streetcar";"no service";"to stalled streetcar at rees";"stalled streetcar"
"915";"5";"24";"Thursday";" 6";"Morning Rush";"509 harbourfront and 510 spadina no service along queen's quay spadina to union station due to stalled streetcar at rees.";"510";"streetcar";"no service";"to stalled streetcar at rees";"stalled streetcar"
"916";"5";"24";"Thursday";" 2";"Late night";"337 islington buses diverting northbound via albion kipling finch due to collision at islington and albion. ";"337";"bus";"detour";"to collision at islington and albion";"collision on the road"
"917";"5";"23";"Wednesday";"22";"Evening";"25 don mills/185 don mills rocket diverting both ways via wynford dvp lawrence due to collision at don mills and barber green. ";"25";"bus";"detour";"to collision at don mills and barber green";"collision on the road"
"918";"5";"23";"Wednesday";"22";"Evening";"25 don mills/185 don mills rocket diverting both ways via wynford dvp lawrence due to collision at don mills and barber green. ";"185";"bus";"detour";"to collision at don mills and barber green";"collision on the road"
"919";"5";"23";"Wednesday";"22";"Evening";"95 york mills/38 highland creek diverting eastbound via markham brimorton scarborough golf club due to collision at gander and ellesmere. ";"95";"bus";"detour";"to collision at gander and ellesmere";"collision on the road"
"920";"5";"23";"Wednesday";"22";"Evening";"95 york mills/38 highland creek diverting eastbound via markham brimorton scarborough golf club due to collision at gander and ellesmere. ";"38";"bus";"detour";"to collision at gander and ellesmere";"collision on the road"
"921";"5";"23";"Wednesday";"20";"Evening";"line 1 trains are bypassing summerhill station due to toronto fire investigation outside station at summerhill and yonge. ";"line 1";"subway";"bypass";"to toronto fire investigation outside station at summerhill and yonge";"fire"
"922";"5";"23";"Wednesday";"19";"Evening Rush";"64 main diverting northbound via southwood williamson leigh kingston due to collision at queen and hambly.";"64";"bus";"detour";"to collision at queen and hambly";"collision on the road"
"923";"5";"23";"Wednesday";"19";"Evening Rush";"134 progress diverting southbound via tapscott finch neilson sewells washburn sheppard malvern due to collision.";"134";"bus";"detour";"to collision";"collision on the road"
"924";"5";"23";"Wednesday";"18";"Evening Rush";"131 nugget diverting both ways via tapscott mclevin washburn sheppard malvern due to collision at mclevin and tapscott.";"131";"bus";"detour";"to collision at mclevin and tapscott";"collision on the road"
"925";"5";"23";"Wednesday";"18";"Evening Rush";"elevator alert main street station westbound subway platform to concourse out of service. ";"main street";"elevator";"elevator down";NA;NA
"926";"5";"23";"Wednesday";"18";"Evening Rush";"29 dufferin diverting northbound via glencairn marlee lawrence due to collision at dufferin and wenderly.";"29";"bus";"detour";"to collision at dufferin and wenderly";"collision on the road"
"927";"5";"23";"Wednesday";"17";"Evening Rush";"line 1 trains are holding at northbound at finch station due to mechanical problem on train. ";"line 1";"subway";"delay";"to mechanical problem on train";"mechanical"
"928";"5";"23";"Wednesday";"17";"Evening Rush";"17b birchmount diverting northbound via birchmount steeles warden due to construction at birchmount and wintermute.";"17";"bus";"detour";"to construction at birchmount and wintermute";"construction"
"929";"5";"23";"Wednesday";"17";"Evening Rush";"127 davenport diverting southbound via davenport bedford bloor spadina due to police investigation at spadina and bernard. ";"127";"bus";"detour";"to police investigation at spadina and bernard";"police/security"
"930";"5";"23";"Wednesday";"17";"Evening Rush";"501 queen diverting westbound via king church due to stalled streetcar at queen and ontario.";"501";"streetcar";"detour";"to stalled streetcar at queen and ontario";"stalled streetcar"
"931";"5";"23";"Wednesday";"17";"Evening Rush";"41 keele and 89 weston diverting northbound via dundas runnymede st clair due to stalled vehicle at keele and junction. ";"41";"bus";"detour";"to stalled vehicle at keele and junction";"blockage on the road/rail"
"932";"5";"23";"Wednesday";"17";"Evening Rush";"41 keele and 89 weston diverting northbound via dundas runnymede st clair due to stalled vehicle at keele and junction. ";"89";"bus";"detour";"to stalled vehicle at keele and junction";"blockage on the road/rail"
"933";"5";"23";"Wednesday";"17";"Evening Rush";"127 davenport diverting to st george station both ways via davenport bedford bloor due to police investigation at spadina station.";"127";"bus";"detour";"to police investigation at spadina station";"police/security"
"934";"5";"23";"Wednesday";"17";"Evening Rush";"510 spadina diverting both ways via dundas bathurst to bathurst station due to police investigation at spadina station.";"510";"streetcar";"detour";"to police investigation at spadina station";"police/security"
"935";"5";"23";"Wednesday";"16";"Evening Rush";"line 2 trains are bypassing spadina station due to police investigation in station. ";"line 2";"subway";"bypass";"to police investigation in station";"police/security"
"936";"5";"23";"Wednesday";"16";"Evening Rush";"line 1 trains are bypassing spadina station due to police investigation in station. ";"line 1";"subway";"bypass";"to police investigation in station";"police/security"
"937";"5";"23";"Wednesday";"16";"Evening Rush";"59 maple leaf diverting both ways via george king weston due to collision at church and weston.";"59";"bus";"detour";"to collision at church and weston";"collision on the road"
"938";"5";"23";"Wednesday";"15";"Midday";"41 keele diverting both ways via wilson jane sheppard due to vehicle fire at keele and sheppard. ";"41";"bus";"detour";"to vehicle fire at keele and sheppard";"fire"
"939";"5";"23";"Wednesday";"14";"Midday";"line 1 longer than normal wait times both ways between union and finch stations due to earlier delay. ";"line 1";"subway";"delay";"to earlier delay";"earlier delay"
"940";"5";"23";"Wednesday";"13";"Midday";"106 sentinel diverting via murray ross finchwest due to picketers at york university. ";"106";"bus";"detour";"to picketers at york university";"activities/protest"
"941";"5";"23";"Wednesday";"12";"Midday";"504 king and 514 cherry diverting westbound via spadina queen shaw due to stalled streetcar at king and spadina. ";"504";"streetcar";"detour";"to stalled streetcar at king and spadina";"stalled streetcar"
"942";"5";"23";"Wednesday";"12";"Midday";"504 king and 514 cherry diverting westbound via spadina queen shaw due to stalled streetcar at king and spadina. ";"514";"streetcar";"detour";"to stalled streetcar at king and spadina";"stalled streetcar"
"943";"5";"23";"Wednesday";" 9";"Morning Rush";"501 queen streetcars holding westbound at queen and boulton due to collision. ";"501";"streetcar";"delay";"to collision";"collision on the road"
"944";"5";"23";"Wednesday";" 9";"Morning Rush";"42 cummer diverting both ways via midland passmore milliken due to malfunctioning railway crossing arms at mcnicoll and kennedy. ";"42";"bus";"detour";"to malfunctioning railway crossing arms at mcnicoll and kennedy";"blockage on the road/rail"
"945";"5";"23";"Wednesday";" 8";"Morning Rush";"elevator alert victoria park station street level to concourse level and pedestrian overpass out of service. ";"victoria park";"elevator";"elevator down";NA;NA
"946";"5";"23";"Wednesday";" 8";"Morning Rush";"elevator alert main street station westbound subway platform to concourse out of service. ";"main street";"elevator";"elevator down";NA;NA
"947";"5";"23";"Wednesday";" 8";"Morning Rush";"elevator alert main street station eastbound subway platform to bus level to concourse out of service. ";"main street";"elevator";"elevator down";NA;NA
"948";"5";"23";"Wednesday";" 5";"Late night";"line 2 service suspended both ways woodbine to kennedy station due to late clearing work zone. shuttle buses operating. ";"line 2";"subway";"no service";"to late clearing work zone";"construction"
"949";"5";"22";"Tuesday";"23";"Evening";"501 queen service diverting westbound via church king spadina due to medical emergency at queen and spadina. ";"501";"streetcar";"detour";"to medical emergency at queen and spadina";"medical"
"950";"5";"22";"Tuesday";"22";"Evening";"133 neilson buses diverting northbound via sheppard brenyon way sewells due to collision at neilson and wickson. ";"133";"bus";"detour";"to collision at neilson and wickson";"collision on the road"
"951";"5";"22";"Tuesday";"22";"Evening";"121 fort york-esplanade buses diverting both ways via front. spadina due to blue jays game at front and blue jays way. ";"121";"bus";"detour";"to blue jays game at front and blue jays way";"activities/protest"
"952";"5";"22";"Tuesday";"20";"Evening";"line 3 service suspended both ways between kennedy and mccowan stations due to mechanical difficulties on board train. ";"line 3";"subway";"no service";"to mechanical difficulties on board train";"mechanical"
"953";"5";"22";"Tuesday";"18";"Evening Rush";"elevator alert main street station eastbound subway platform to bus level to concourse out of service. ";"main street";"elevator";"elevator down";NA;NA
"954";"5";"22";"Tuesday";"18";"Evening Rush";"511 bathurst diverting southbound via dundas spadina king due to stalled streetcar bathurst and robinson. ";"511";"streetcar";"detour";"to stalled streetcar bathurst and robinson";"stalled streetcar"
"955";"5";"22";"Tuesday";"17";"Evening Rush";"line 2 customers will experience longer than normal travel times eastbound between victoria park and kennedy stations. ";"line 2";"subway";"delay";NA;NA
"956";"5";"22";"Tuesday";"17";"Evening Rush";"elevator alert main street station westbound subway platform to concourse out of service. ";"main street";"elevator";"elevator down";NA;NA
"957";"5";"22";"Tuesday";"17";"Evening Rush";"line 2 train service turning back at st george and broadview stations due to toronto fire investigation at bloor-yonge station. ";"line 2";"subway";"no service";"to toronto fire investigation at bloor-yonge station";"fire"
"958";"5";"22";"Tuesday";"16";"Evening Rush";"line 2 trains holding eastbound at broadview station due to medical emergency on board train. ";"line 2";"subway";"delay";"to medical emergency on board train";"medical"
"959";"5";"22";"Tuesday";"16";"Evening Rush";"40 junction diverting northbound via chelsea dorval glenlake due to collision at dundas and chelsea. ";"40";"bus";"detour";"to collision at dundas and chelsea";"collision on the road"
"960";"5";"22";"Tuesday";"15";"Midday";"47 lansdowne diverting northbound via davenport symington dupont due to collision on lansdowne at davenport. ";"47";"bus";"detour";"to collision on lansdowne at davenport";"collision on the road"
"961";"5";"22";"Tuesday";"11";"Midday";"501 queen holding eastbound at queen and beaty due to toronto police investigation. ";"501";"streetcar";"delay";"to toronto police investigation";"police/security"
"962";"5";"22";"Tuesday";"11";"Midday";"106 sentinel diverting northbound via murray ross parkway to finchwest station due to ongoing labour strike. ";"106";"bus";"detour";"to ongoing labour strike";"activities/protest"
"963";"5";"22";"Tuesday";"10";"Midday";"customers may experience longer than normal travel times on line 1 northbound eglinton to finch stations due to earlier delay. ";"line 1";"subway";"delay";"to earlier delay";"earlier delay"
"964";"5";"22";"Tuesday";" 8";"Morning Rush";"512 st clair turning back eastbound at st clair and oakwood due to collision at st clair and northcliffe. ";"512";"streetcar";"no service";"to collision at st clair and northcliffe";"collision on the road"
"965";"5";"22";"Tuesday";" 8";"Morning Rush";"71b runnymede diverting southbound via ray weston due to construction at weston and eglinton. ";"71";"bus";"detour";"to construction at weston and eglinton";"construction"
"966";"5";"22";"Tuesday";" 8";"Morning Rush";"customers may experience minute longer than normal travel times on line 2 both ways victoria park to kennedy stations due to track speed restriction. ";"line 2";"subway";"delay";"to track speed restriction";"track problem/maintainance"
"967";"5";"22";"Tuesday";" 6";"Morning Rush";"train holding on line 2 (bd) westbound approaching st george station with mechanical problems on board train. ";"line 2";"subway";"delay";"mechanical problems on board train";"mechanical"
"968";"5";"21";"Sun&Holiday";"22";"Evening";"elevator alert dundaswest station eastbound platform to concourse to bus level out of service. ";"dundaswest";"elevator";"elevator down";NA;NA
"969";"5";"21";"Sun&Holiday";"21";"Evening";"elevator alert bloor-yonge station north side northbound platform to concourse out of service. ";"bloor-yonge";"elevator";"elevator down";NA;NA
"970";"5";"21";"Sun&Holiday";"20";"Evening";"108 driftwood diverting b/w via futura driftwood due to tps blocking roadway on grandravine between sentinel and grandravine. ";"108";"bus";"detour";"to tps blocking roadway on grandravine between sentinel and grandravine";"blockage on the road/rail"
"971";"5";"21";"Sun&Holiday";"19";"Evening";"line 1 service suspended between eglinton and york mills stations due to trespasser at track level at lawrence station. ";"line 1";"subway";"no service";"to trespasser at track level at lawrence station";"person on track"
"972";"5";"21";"Sun&Holiday";"11";"Morning";"94 wellesley diverting both ways via hoskin queen's park wellesley due to toronto police investigation at wellesley and queen's park. ";"94";"bus";"detour";"to toronto police investigation at wellesley and queen's park";"police/security"
"973";"5";"21";"Sun&Holiday";"10";"Morning";"37b islington diverting northbound via bergamot kipling redwater elmhurst due to water main break at islington and bergamot. ";"37";"bus";"detour";"to water main break at islington and bergamot";"watermain/sewer/road repairs"
"974";"5";"21";"Sun&Holiday";" 6";"Morning";"72 pape diverting westbound via yonge king bay due to toronto police investigation at wellington and bay. ";"72";"bus";"detour";"to toronto police investigation at wellington and bay";"police/security"
"975";"5";"21";"Sun&Holiday";" 6";"Morning";"as result of signal issues customers may experience longer than normal wait times on line 2/ bd eastbound between keele and dundaswest stations. efforts are underway to restore regular scheduled service. ";"line 2";"subway";"delay";"signal issues customers may experience longer than normal wait times on line 2/ bd eastbound between keele and dundaswest stations";"signal problem"
"976";"5";"21";"Sun&Holiday";" 6";"Morning";"97 yonge diverting both ways via montgomery duplex to eglinton station due to collision at yonge and eglinton. ";"97";"bus";"detour";"to collision at yonge and eglinton";"collision on the road"
"977";"5";"21";"Sun&Holiday";" 5";"Late night";"54 lawrenceeast and 34 eglinton east diverting westbound via eglinton holly soudan berwick to eglinton station and eastbound via berwick soudan dunfield due to collision at eglinton and yonge. ";"54";"bus";"detour";"to collision at eglinton and yonge";"collision on the road"
"978";"5";"21";"Sun&Holiday";" 5";"Late night";"54 lawrenceeast and 34 eglinton east diverting westbound via eglinton holly soudan berwick to eglinton station and eastbound via berwick soudan dunfield due to collision at eglinton and yonge. ";"34";"bus";"detour";"to collision at eglinton and yonge";"collision on the road"
"979";"5";"20";"Sun&Holiday";"23";"Evening";"96 wilson & 165 weston rd north are diverting b/w via king high charleswood collinson due to collision at wilson west of bathurst ";"96";"bus";"detour";"to collision at wilson west of bathurst ";"collision on the road"
"980";"5";"20";"Sun&Holiday";"23";"Evening";"96 wilson & 165 weston rd north are diverting b/w via king high charleswood collinson due to collision at wilson west of bathurst ";"165";"bus";"detour";"to collision at wilson west of bathurst ";"collision on the road"
"981";"5";"20";"Sun&Holiday";"20";"Evening";"71 runnymede diverting southbound via todd baylis due to autos in collision on trethewey at todd baylis. ";"71";"bus";"detour";"to autos in collision on trethewey at todd baylis";"collision on the road"
"982";"5";"20";"Sun&Holiday";"20";"Evening";"line 1 train service is turning back at sheppardwest and finchwest stations due to police investigation at downsview park station. shuttle buses ordered. ";"line 1";"subway";"no service";"to police investigation at downsview park station";"police/security"
"983";"5";"20";"Sun&Holiday";"17";"Midday";"510 spadina streetcar service turning back at charlotte loop with shuttle buses operating to bathurst station. ";"510";"streetcar";"no service";"shuttle buses operating to bathurst station";NA
"984";"5";"20";"Sun&Holiday";"16";"Midday";"134 progress diverting northbound via crow trail baldoon finch due to autos in collision at tapscott and melford. ";"134";"bus";"detour";"to autos in collision at tapscott and melford";"collision on the road"
"985";"5";"20";"Sun&Holiday";"16";"Midday";"elevator alert dufferin station street to concourse level out of service. ";"dufferin";"elevator";"elevator down";NA;NA
"986";"5";"20";"Sun&Holiday";"16";"Midday";"line 1 and line 2 trains will bypass spadina station due to ongoing police investigation. ";"line 1";"subway";"bypass";"to ongoing police investigation";"police/security"
"987";"5";"20";"Sun&Holiday";"16";"Midday";"510 spadina no streetcar service between dundas and spadina station due to police investigation at spadina station. streetcar service will be diverted to bathurst station. ";"510";"streetcar";"detour";"to police investigation at spadina station";"police/security"
"988";"5";"20";"Sun&Holiday";"15";"Midday";"elevator alert dundaswest station westbound platform to concourse out of service. ";"dundaswest";"elevator";"elevator down";NA;NA
"989";"5";"20";"Sun&Holiday";"12";"Midday";"customers may experience longer than normal wait times on line 1 northbound between sheppardwest and vaughan metropolitan stations as result of earlier delay. efforts are underway to restore regular scheduled service. ";"line 1";"subway";"delay";"earlier delay";"earlier delay"
"990";"5";"20";"Sun&Holiday";" 9";"Morning";"504 king and 514 cherry diverting westbound via shaw queen due to collision at king and atlantic. ";"504";"streetcar";"detour";"to collision at king and atlantic";"collision on the road"
"991";"5";"20";"Sun&Holiday";" 9";"Morning";"504 king and 514 cherry diverting westbound via shaw queen due to collision at king and atlantic. ";"514";"streetcar";"detour";"to collision at king and atlantic";"collision on the road"
"992";"5";"20";"Sun&Holiday";" 8";"Morning";"36 finchwest diverting both ways via islington milvan due to planned roadway closure on finch at islington. ";"36";"bus";"detour";"to planned roadway closure on finch at islington";"construction"
"993";"5";"19";"Saturday";"20";"Evening";"line 1 train service turning back at bloor-yonge station due to trespassers at track level at rosedale station. ";"line 1";"subway";"no service";"to trespassers at track level at rosedale station";"person on track"
"994";"5";"19";"Saturday";"17";"Midday";"32 eglintonwest diverting eastbound via russell hill la rose royal york due to collision on eglinton at russell hill. ";"32";"bus";"detour";"to collision on eglinton at russell hill";"collision on the road"
"995";"5";"19";"Saturday";"16";"Midday";"24 victoria park diverting both ways via craigton pharmacy surrey due to police investigation on victoria park and elvaston. ";"24";"bus";"detour";"to police investigation on victoria park and elvaston";"police/security"
"996";"5";"19";"Saturday";"16";"Midday";"36 finchwest diverting both ways via islington milvan due to planned roadway closure on finch at islington. ";"36";"bus";"detour";"to planned roadway closure on finch at islington";"construction"
"997";"5";"19";"Saturday";"16";"Midday";"121 fort york- esplanade diverting both ways via spadina front due to police investigation on front between spadina to blue jays way. ";"121";"bus";"detour";"to police investigation on front between spadina to blue jays way";"police/security"
"998";"5";"19";"Saturday";"15";"Midday";"94 wellesley diverting both ways via sherbourne carlton church due to collision at wellesley and jarvis. ";"94";"bus";"detour";"to collision at wellesley and jarvis";"collision on the road"
"999";"5";"19";"Saturday";"15";"Midday";"7 bathurst service diverting northbound via vesta bathurst due to autos in collision on bathurst at shallmar. ";"7";"bus";"detour";"to autos in collision on bathurst at shallmar";"collision on the road"
"1000";"5";"19";"Saturday";"14";"Midday";"line 4 train service turning back at bayview station due to no power at don mills station. supervisor personnel on scene and trouble crews en route. shuttle buses ordered. ";"line 4";"subway";"no service";"to no power at don mills station";"power problem"
"1001";"5";"19";"Saturday";"13";"Midday";"512 st clair holding eastbound on st clair at keele due to autos in collision blocking roadway. ";"512";"streetcar";"delay";"to autos in collision blocking roadway";"blockage on the road/rail"
"1002";"5";"19";"Saturday";"10";"Morning";"501 queen holding westbound at queensway and windermere due to toronto fire investigation on board streetcar. ";"501";"streetcar";"delay";"to toronto fire investigation on board streetcar";"fire"
"1003";"5";"19";"Saturday";" 8";"Morning";"54 lawrenceeast diverting eastbound via donway lawrence due to construction at lawrence and don mills. ";"54";"bus";"detour";"to construction at lawrence and don mills";"construction"
"1004";"5";"19";"Saturday";" 6";"Morning";"504 king and 514 cherry diverting both ways via shaw queen spadina due to toronto fire investigation at king and niagara. ";"504";"streetcar";"detour";"to toronto fire investigation at king and niagara";"fire"
"1005";"5";"19";"Saturday";" 6";"Morning";"504 king and 514 cherry diverting both ways via shaw queen spadina due to toronto fire investigation at king and niagara. ";"514";"streetcar";"detour";"to toronto fire investigation at king and niagara";"fire"
"1006";"5";"19";"Saturday";" 3";"Late night";"300 bloor-danforth is diverting b/w via eastbound pape aldwych donlands & westbound via jones strachona pape due to working fire on danforth at pape. ";"300";"bus";"detour";"to working fire on danforth at pape";"fire"
"1007";"5";"19";"Saturday";" 2";"Late night";"320 yonge is diverting both ways southbound service via adelaide church wellington & northbound service via front church richmond due to crane lift on yonge at king. ";"320";"bus";"detour";"to crane lift on yonge at king";"construction"
"1008";"5";"19";"Saturday";" 2";"Late night";"304 king is diverting both ways westbound york queen spadina & eastbound church queen spadina due to collision at king & university causing streetcar to derail into westbound lane . ";"304";"bus";"detour";"to collision at king & university causing streetcar to derail into westbound lane ";"collision on the road"
"1009";"5";"18";"Friday";"23";"Evening";"504 king is diverting both ways via church queen spadina due to collision at king & university. ";"504";"streetcar";"detour";"to collision at king & university";"collision on the road"
"1010";"5";"18";"Friday";"19";"Evening Rush";"36 finchwest diverting both ways via islington millwick milvan due to gas line relocation at finch and islington.";"36";"bus";"detour";"to gas line relocation at finch and islington";"construction"
"1011";"5";"18";"Friday";"18";"Evening Rush";"501 queen diverting westbound via church king spadina due to collision at queen and peter.";"501";"streetcar";"detour";"to collision at queen and peter";"collision on the road"
"1012";"5";"18";"Friday";"17";"Evening Rush";"line 2 train service will not stop at warden station due to police investigation in station. ";"line 2";"subway";"bypass";"to police investigation in station";"police/security"
"1013";"5";"18";"Friday";"17";"Evening Rush";"109c ranee diverting both ways via flemingdon due to police investigation at varna and ranee.";"109";"bus";"detour";"to police investigation at varna and ranee";"police/security"
"1014";"5";"18";"Friday";"17";"Evening Rush";"67 pharmacy diverting southbound via janet victoria park biscayne due to collision at pharmacy and surrey.";"67";"bus";"detour";"to collision at pharmacy and surrey";"collision on the road"
"1015";"5";"18";"Friday";"15";"Midday";"line 3 service suspended both ways between kennedy and mccowan stations due to power off situation at lawrenceeast station. ";"line 3";"subway";"no service";"to power off situation at lawrenceeast station";"power problem"
