"";"month.of.tweet";"day.of.tweet";"day.of.week";"hour.of.tweet";"period.of.tweet";"text";"route";"routetype";"disrupt";"disrupt_reason";"reasongroup"
"2020";"4";" 4";"Wednesday";"11";"Midday";"34 & 54 diverting eastbound via duplex broadway mount pleasant and westbound via dunfield soudan yonge berwick due to falling debris at yonge and eglinton.";"34";"bus";"detour";"to falling debris at yonge and eglinton";"blockage on the road/rail"
"2021";"4";" 4";"Wednesday";"11";"Midday";"34 & 54 diverting eastbound via duplex broadway mount pleasant and westbound via dunfield soudan yonge berwick due to falling debris at yonge and eglinton.";"54";"bus";"detour";"to falling debris at yonge and eglinton";"blockage on the road/rail"
"2022";"4";" 4";"Wednesday";" 8";"Morning Rush";"509 harbourfront and 510 spadina holding both ways at queens quay and spadina due to overhead power issues.";"509";"streetcar";"delay";"to overhead power issues";"power problem"
"2023";"4";" 4";"Wednesday";" 8";"Morning Rush";"509 harbourfront and 510 spadina holding both ways at queens quay and spadina due to overhead power issues.";"510";"streetcar";"delay";"to overhead power issues";"power problem"
"2024";"4";" 4";"Wednesday";" 8";"Morning Rush";"503 kingston road turning back westbound at kingston and queen due to collision at kingston and lee.";"503";"streetcar";"no service";"to collision at kingston and lee";"collision on the road"
"2025";"4";" 4";"Wednesday";" 8";"Morning Rush";"51 leslie diverting eastbound via don mills freshmeadow townsend steeles (reverse to regular routing) due to collision at freshmeadow and don mills.";"51";"bus";"detour";"to collision at freshmeadow and don mills";"collision on the road"
"2026";"4";" 3";"Tuesday";"23";"Evening";"504 king service diverting westbound via spadina queen shaw due to stalled streetcar at king and bathurst ";"504";"streetcar";"detour";"to stalled streetcar at king and bathurst ";"stalled streetcar"
"2027";"4";" 3";"Tuesday";"22";"Evening";"509 harbourfront service diverting via union queens quay due to collision at fleet and iannuzzi. ";"509";"streetcar";"detour";"to collision at fleet and iannuzzi";"collision on the road"
"2028";"4";" 3";"Tuesday";"22";"Evening";"511 bathurst service diverting via bathurst station king due to collision at fleet and iannuzzi. ";"511";"streetcar";"detour";"to collision at fleet and iannuzzi";"collision on the road"
"2029";"4";" 3";"Tuesday";"22";"Evening";"121 fort york-esplanade buses diverting via front spadina due to blue jays outbound at front and spadina. ";"121";"bus";"detour";"to blue jays outbound at front and spadina";"activities/protest"
"2030";"4";" 3";"Tuesday";"21";"Evening";"501 queen diverting eastbound via spadina king church due to collision at queen and yonge. ";"501";"streetcar";"detour";"to collision at queen and yonge";"collision on the road"
"2031";"4";" 3";"Tuesday";"20";"Evening";"509 harbourfront turning back from queens quay and spadina due to collision at bathurst and fleet. ";"509";"streetcar";"no service";"to collision at bathurst and fleet";"collision on the road"
"2032";"4";" 3";"Tuesday";"20";"Evening";"512 st clair turning back from stclairwest station due to stalled streetcar at st clair and robina. ";"512";"streetcar";"no service";"to stalled streetcar at st clair and robina";"stalled streetcar"
"2033";"4";" 3";"Tuesday";"20";"Evening";"36 finchwest and 191 highway rocket diverting eastbound via westmore humber college john garland due to collision at finch and kiskadee. ";"36";"bus";"detour";"to collision at finch and kiskadee";"collision on the road"
"2034";"4";" 3";"Tuesday";"20";"Evening";"36 finchwest and 191 highway rocket diverting eastbound via westmore humber college john garland due to collision at finch and kiskadee. ";"191";"bus";"detour";"to collision at finch and kiskadee";"collision on the road"
"2035";"4";" 3";"Tuesday";"18";"Evening Rush";"17 birchmount diverting southbound via steeles warden mcnicoll due to autos in collision at birchmount and wintermude. ";"17";"bus";"detour";"to autos in collision at birchmount and wintermude";"collision on the road"
"2036";"4";" 3";"Tuesday";"18";"Evening Rush";"165 weston road north diverting both ways via sheppard bartor clayson due to road closure at weston and starview. ";"165";"bus";"detour";"to road closure at weston and starview";"road closure"
"2037";"4";" 3";"Tuesday";"18";"Evening Rush";"29 dufferin turning back from springhurst loop due to road closures at bmo field for tfc game. ";"29";"bus";"no service";"to road closures at bmo field for tfc game";"activities/protest"
"2038";"4";" 3";"Tuesday";"16";"Evening Rush";"131 nugget diverting southbound via lawrence kennedy eglinton due to construction at eglinton and midland. ";"131";"bus";"detour";"to construction at eglinton and midland";"construction"
"2039";"4";" 3";"Tuesday";"11";"Midday";"service suspended on line 1 both ways between wilson and lawrencewest stations due to police investigation on board train at yorkdale station.";"line 1";"subway";"no service";"to police investigation on board train at yorkdale station";"police/security"
"2040";"4";" 3";"Tuesday";"10";"Midday";"trains holding on line 4 westbound at bessarion station due to mechanical difficulties on board train.";"line 4";"subway";"delay";"to mechanical difficulties on board train";"mechanical"
"2041";"4";" 3";"Tuesday";" 8";"Morning Rush";"503 kingston/504 king service diverting westbound via queen church due to collision on king at church. ";"503";"streetcar";"detour";"to collision on king at church";"collision on the road"
"2042";"4";" 3";"Tuesday";" 8";"Morning Rush";"503 kingston/504 king service diverting westbound via queen church due to collision on king at church. ";"504";"streetcar";"detour";"to collision on king at church";"collision on the road"
"2043";"4";" 3";"Tuesday";" 8";"Morning Rush";"514 cherry service holding westbound on king at george due to collision. ";"514";"streetcar";"delay";"to collision";"collision on the road"
"2044";"4";" 3";"Tuesday";" 6";"Morning Rush";"47b 47c lansdowne diverting southbound via caledonia due to collision on lansdowne at davenport. ";"47";"bus";"detour";"to collision on lansdowne at davenport";"collision on the road"
"2045";"4";" 3";"Tuesday";" 6";"Morning Rush";"47b 47c lansdowne diverting southbound via caledonia due to collision on lansdowne at davenport. ";"47";"bus";"detour";"to collision on lansdowne at davenport";"collision on the road"
"2046";"4";" 3";"Tuesday";" 6";"Morning Rush";"47a lansdowne diverting southbound via st clair dufferin davenport due to collision on lansdowne at davenport. ";"47";"bus";"detour";"to collision on lansdowne at davenport";"collision on the road"
"2047";"4";" 3";"Tuesday";" 5";"Late night";"502 downtowner service diverting via bingham kingston woodbine queen due to collision at kingston and woodbine. ";"502";"streetcar";"detour";"to collision at kingston and woodbine";"collision on the road"
"2048";"4";" 3";"Tuesday";" 5";"Late night";"503 kingston road service turning back at kingston road due to collision at kingston road and woodbine. shuttle buses operating. ";"503";"streetcar";"no service";"to collision at kingston road and woodbine";"collision on the road"
"2049";"4";" 3";"Tuesday";" 2";"Late night";"320 yonge buses diverting both ways via gerrard church shuter due to police investigation at yonge and elm. ";"320";"bus";"detour";"to police investigation at yonge and elm";"police/security"
"2050";"4";" 2";"Monday";"22";"Evening";"121 fort york-esplanade buses diverting both ways via spadina front due to road closure for jays game out at blue jays way and bremner. ";"121";"bus";"detour";"to road closure for jays game out at blue jays way and bremner";"activities/protest"
"2051";"4";" 2";"Monday";"19";"Evening Rush";"line 2 service suspended both ways between broadview and woodbine stations due to personal injury on platform. response personnel en route. ";"line 2";"subway";"no service";"to personal injury on platform";"medical"
"2052";"4";" 2";"Monday";"17";"Evening Rush";"143 downtown/beach express diverting eastbound via woodbine kingston lee due to collision at queen and waverley. ";"143";"bus";"detour";"to collision at queen and waverley";"collision on the road"
"2053";"4";" 2";"Monday";"16";"Evening Rush";"elevator alert st george station concourse level to subway platform- northbound university out of service. ";"st george";"elevator";"elevator down";NA;NA
"2054";"4";" 2";"Monday";"16";"Evening Rush";"501 queen turning back at kingston due to collision at queen and waverley. ";"501";"streetcar";"no service";"to collision at queen and waverley";"collision on the road"
"2055";"4";" 2";"Monday";"16";"Evening Rush";"161 rogers diverting both ways via ossington hallam due to working fire at dowvercourt and hallam. ";"161";"bus";"detour";"to working fire at dowvercourt and hallam";"fire"
"2056";"4";" 2";"Monday";"14";"Midday";"501 queen holding northbound at bathurst and queen due stalled streetcar. ";"501";"streetcar";"delay";"stalled streetcar";"stalled streetcar"
"2057";"4";" 2";"Monday";"13";"Midday";"53 steeles diverting westbound via willowdale athabaska yonge due to collision at at steeles and yonge.";"53";"bus";"detour";"to collision at at steeles and yonge";"collision on the road"
"2058";"4";" 2";"Monday";"13";"Midday";"98 willowdale-senlac is diverting westbound via abitibi dumount nipigon due to collision at steeles and yonge. ";"98";"bus";"detour";"to collision at steeles and yonge";"collision on the road"
"2059";"4";" 2";"Monday";"13";"Midday";"elevator alert sheppard-yonge station north tunnel to north concourse out of service. ";"sheppard-yonge";"elevator";"elevator down";NA;NA
"2060";"4";" 2";"Monday";"11";"Midday";"34 eglinton east and 54 lawrenceeast diverting westbound via rumsey donlea hanna due to collision at eglinton and rumsey.";"34";"bus";"detour";"to collision at eglinton and rumsey";"collision on the road"
"2061";"4";" 2";"Monday";"11";"Midday";"34 eglinton east and 54 lawrenceeast diverting westbound via rumsey donlea hanna due to collision at eglinton and rumsey.";"54";"bus";"detour";"to collision at eglinton and rumsey";"collision on the road"
"2062";"4";" 2";"Monday";"10";"Midday";"elevator alert queens quay station streetcar platform to street level out of service.";"queen";"elevator";"elevator down";NA;NA
"2063";"4";" 2";"Monday";" 5";"Late night";"line 1 service suspended both ways at wilson station due to toronto fire investigation. response personnel en route. ";"line 1";"subway";"no service";"to toronto fire investigation";"fire"
"2064";"4";" 2";"Monday";" 5";"Late night";"32 eglintonwest diverting both ways via keele rogers caledonia due to fire investigation at eglinton near keele.";"32";"bus";"detour";"to fire investigation at eglinton near keele";"fire"
"2065";"4";" 1";"Sun&Holiday";"23";"Evening";"35 jane diverting southbound via spenvalley yatescastle sheppard due to collision at jane and sheppard.";"35";"bus";"detour";"to collision at jane and sheppard";"collision on the road"
"2066";"4";" 1";"Sun&Holiday";"21";"Evening";"511 bathurst diverting northbound via queen's quay spadina king due to stalled auto blocking bathurst and fort york.";"511";"streetcar";"detour";"to stalled auto blocking bathurst and fort york";"blockage on the road/rail"
"2067";"4";" 1";"Sun&Holiday";"19";"Evening";"29 dufferin turning back northbound at manitoba and nova scotia due to trade show preparations inside cne grounds.";"29";"bus";"no service";"to trade show preparations inside cne grounds";"activities/protest"
"2068";"4";" 1";"Sun&Holiday";"12";"Midday";"510 spadina diverting both ways via spadina college bathurst due to disabled streetcar at spadiina and college. ";"510";"streetcar";"detour";"to disabled streetcar at spadiina and college";"blockage on the road/rail"
"2069";"4";" 1";"Sun&Holiday";"12";"Midday";"511 bathurst diverting southbound via king spadina queens quay due to streetcar/auto collision at bathurst and king. ";"511";"streetcar";"detour";"to streetcar/auto collision at bathurst and king";"collision on the road"
"2070";"4";" 1";"Sun&Holiday";"11";"Morning";"501 queen diverting westbound via church king spadina due to streetcar/auto collision at queen and beverley. ";"501";"streetcar";"detour";"to streetcar/auto collision at queen and beverley";"collision on the road"
"2071";"4";" 1";"Sun&Holiday";"10";"Morning";"elevator alert kipling station elevator out of service from platform level to bus level. ";"kipling";"elevator";"elevator down";NA;NA
"2072";"4";" 1";"Sun&Holiday";" 8";"Morning";"501 queen diverting westbound via spadina king shaw due to disabled streetcar at queen and shaw. ";"501";"streetcar";"detour";"to disabled streetcar at queen and shaw";"blockage on the road/rail"
"2073";"3";"31";"Saturday";"21";"Evening";"8 broadview diverting southbound via northbrook plains derwyn due to collision at o'connor and athlone.";"8";"bus";"detour";"to collision at o'connor and athlone";"collision on the road"
"2074";"3";"31";"Saturday";"19";"Evening";"elevator alert sheppard-yonge station street level to north concourse out of service. ";"sheppard-yonge";"elevator";"elevator down";NA;NA
"2075";"3";"31";"Saturday";"17";"Midday";"67 pharmacy diverting southbound via astonbee hakimi lebovic comstock due to collision at eglinton and pharmacy. ";"67";"bus";"detour";"to collision at eglinton and pharmacy";"collision on the road"
"2076";"3";"31";"Saturday";"16";"Midday";"199 finch rocket diverting eastbound via victoria park mcnicoll don mills due to collision at finch and victoria park. ";"199";"bus";"detour";"to collision at finch and victoria park";"collision on the road"
"2077";"3";"31";"Saturday";"15";"Midday";"service suspended on line 2 (bd) broadview to st george due to police investigation at bloor-yonge station. ";"line 2";"subway";"no service";"to police investigation at bloor-yonge station";"police/security"
"2078";"3";"31";"Saturday";"15";"Midday";"service suspended on line 1 (yu) union to eglinton stations due to police investigation at bloor-yonge station. ";"line 1";"subway";"no service";"to police investigation at bloor-yonge station";"police/security"
"2079";"3";"31";"Saturday";"15";"Midday";"trains are bypassing queens park station both ways line 1 yu due to police investigation in station. ";"line 1";"subway";"bypass";"to police investigation in station";"police/security"
"2080";"3";"31";"Saturday";"13";"Midday";"504 king & 514 cherry is diverting eastbound via dufferin queen shaw due to collision at king & fraser. ";"504";"streetcar";"detour";"to collision at king & fraser";"collision on the road"
"2081";"3";"31";"Saturday";"13";"Midday";"504 king & 514 cherry is diverting eastbound via dufferin queen shaw due to collision at king & fraser. ";"514";"streetcar";"detour";"to collision at king & fraser";"collision on the road"
"2082";"3";"31";"Saturday";" 9";"Morning";"511 bathurst diverting northbound via king spadina queen bathurst due to stalled streetcar at bathurst & adelaide. ";"511";"streetcar";"detour";"to stalled streetcar at bathurst & adelaide";"stalled streetcar"
"2083";"3";"31";"Saturday";" 8";"Morning";"elevator alert ossington station bus bay to concourse to eastbound platform out of service. ";"ossington";"elevator";"elevator down";NA;NA
"2084";"3";"31";"Saturday";" 7";"Morning";"506 carlton is diverting westbound via sherbourne gerrard church due to collision blocking rails at carlton & jarvis. ";"506";"streetcar";"detour";"to collision blocking rails at carlton & jarvis";"blockage on the road/rail"
"2085";"3";"31";"Saturday";" 2";"Late night";"509 harbourfront service diverting eastbound via church king queen due to stalled auto blocking rails at queen and sherbourne. ";"509";"streetcar";"detour";"to stalled auto blocking rails at queen and sherbourne";"blockage on the road/rail"
"2086";"3";"30";"Sun&Holiday";"18";"Midday";"service holding northbound at lawrence station on line 1 due to police investigation on train. ";"line 1";"subway";"delay";"to police investigation on train";"police/security"
"2087";"3";"30";"Sun&Holiday";"18";"Midday";"85 sheppard east diverting both ways via pharmacy huntingwood victoria park due to parade at sheppard and pharmacy. ";"85";"bus";"detour";"to parade at sheppard and pharmacy";"activities/protest"
"2088";"3";"30";"Sun&Holiday";"18";"Midday";"190 scarborough centre rocket diverting both ways via pharmacy huntingwood victoria park due to parade at sheppard and pharmacy. ";"190";"bus";"detour";"to parade at sheppard and pharmacy";"activities/protest"
"2089";"3";"30";"Sun&Holiday";"17";"Midday";"29 dufferin turning back northbound from springhurst loop due to road closures for tfc game at bmo field. ";"29";"bus";"no service";"to road closures for tfc game at bmo field";"activities/protest"
"2090";"3";"30";"Sun&Holiday";"16";"Midday";"501 queen diverting westbound via spadina king shaw due to collision at queen and gore vale. ";"501";"streetcar";"detour";"to collision at queen and gore vale";"collision on the road"
"2091";"3";"30";"Sun&Holiday";"15";"Midday";"59 maple leaf diverting both ways via rosemount queenslea yelland due to collision at weston and coulter. ";"59";"bus";"detour";"to collision at weston and coulter";"collision on the road"
"2092";"3";"30";"Sun&Holiday";"15";"Midday";"89 weston diverting both ways via church rosemount queenslea yelland oak due to collision at weston and coulter. ";"89";"bus";"detour";"to collision at weston and coulter";"collision on the road"
"2093";"3";"30";"Sun&Holiday";"13";"Midday";"elevator alert sheppard-yonge station line 1 (yu) to line 4 (shp)- unused side of station out of service. ";"sheppard-yonge";"elevator";"elevator down";NA;NA
"2094";"3";"30";"Sun&Holiday";"12";"Midday";"elevator alert kennedy station passenger pick up/drop off to concourse out of service. ";"kennedy";"elevator";"elevator down";NA;NA
"2095";"3";"30";"Sun&Holiday";"10";"Morning";"elevator alert st clair station subway platform to streetcar level to concourse out of service. ";"st clair";"elevator";"elevator down";NA;NA
"2096";"3";"30";"Sun&Holiday";" 6";"Morning";"elevator alert st clair station bus/streetcar platform to southbound platform out of service. ";"st clair";"elevator";"elevator down";NA;NA
"2097";"3";"30";"Sun&Holiday";" 6";"Morning";"505 dundas is diverting eastbound via sherbourne shuter parliament due to emergency vehicles blocking rails at dundas & sherbourne. ";"505";"streetcar";"detour";"to emergency vehicles blocking rails at dundas & sherbourne";"blockage on the road/rail"
"2098";"3";"30";"Sun&Holiday";" 5";"Late night";"line 1 closed from wilson to finchwest station for track upgrade. shuttle buses are operating between wilson and finchwest stations. ";"line 1";"subway";"no service";"track upgrade";"track problem/maintainance"
"2099";"3";"30";"Sun&Holiday";" 1";"Late night";"line 1 trains are currently holding southbound at vaughan metro station due to medical emergency on train. ";"line 1";"subway";"delay";"to medical emergency on train";"medical"
"2100";"3";"30";"Sun&Holiday";" 0";"Late night";"501 queen service turning back at kingston road loop due medical emergency on streetcar at queen and neville park. ";"501";"streetcar";"no service";"medical emergency on streetcar at queen and neville park";"medical"
"2101";"3";"30";"Sun&Holiday";" 0";"Late night";"47 lansdowne buses diverting both ways via old weston rogers st clair due to collision at caledonia and innes. ";"47";"bus";"detour";"to collision at caledonia and innes";"collision on the road"
"2102";"3";"30";"Sun&Holiday";" 0";"Late night";"109 ranee buses diverting both ways via neptune due to collision at wasdale and rajah. ";"109";"bus";"detour";"to collision at wasdale and rajah";"collision on the road"
"2103";"3";"30";"Sun&Holiday";" 0";"Late night";"line 1 no service from stclairwest to wilson stations due to unauthorized customer at track level at eglintonwest station ";"line 1";"subway";"no service";"to unauthorized customer at track level at eglintonwest station ";"person on track"
"2104";"3";"29";"Thursday";"22";"Evening";"129 mccowan buses diverting both ways via buroak roy rainey major mackenzie due to collision at mccowan and castlemore. ";"129";"bus";"detour";"to collision at mccowan and castlemore";"collision on the road"
"2105";"3";"29";"Thursday";"22";"Evening";"36 finch w/191 highway rocket diverting eastbound via humber college highway due to collision at finch and woodbine downs. ";"36";"bus";"detour";"to collision at finch and woodbine downs";"collision on the road"
"2106";"3";"29";"Thursday";"22";"Evening";"36 finch w/191 highway rocket diverting eastbound via humber college highway due to collision at finch and woodbine downs. ";"191";"bus";"detour";"to collision at finch and woodbine downs";"collision on the road"
"2107";"3";"29";"Thursday";"21";"Evening";"39 finch e/199 finch rocket diverting eastbound via finch willowdale due to collision at finch and kenneth. ";"39";"bus";"detour";"to collision at finch and kenneth";"collision on the road"
"2108";"3";"29";"Thursday";"21";"Evening";"39 finch e/199 finch rocket diverting eastbound via finch willowdale due to collision at finch and kenneth. ";"199";"bus";"detour";"to collision at finch and kenneth";"collision on the road"
"2109";"3";"29";"Thursday";"20";"Evening";"160 bathurst north service diverting southbound via townsgate emerald village gate greenwin village due to collision on bathurst at steeles. ";"160";"bus";"detour";"to collision on bathurst at steeles";"collision on the road"
"2110";"3";"29";"Thursday";"19";"Evening Rush";"121 fort york-esplanade service diverting both ways via front spadina due to toronto blue jays game crowds on blue jays way and front. ";"121";"bus";"detour";"to toronto blue jays game crowds on blue jays way and front";"activities/protest"
"2111";"3";"29";"Thursday";"18";"Evening Rush";"service suspended on line 2 broadview to victoria park due to toronto fire investigation at woodbine station. shuttles en route.";"line 2";"subway";"no service";"to toronto fire investigation at woodbine station";"fire"
"2112";"3";"29";"Thursday";"18";"Evening Rush";"68 warden service diverting both ways via ellesmere birchmount sheppard due to collision on warden at sheppard. ";"68";"bus";"detour";"to collision on warden at sheppard";"collision on the road"
"2113";"3";"29";"Thursday";"16";"Evening Rush";"511 bathurst service turning back at wolseley loop due to medical emergency on board streetcar on fleet at bastion. ";"511";"streetcar";"no service";"to medical emergency on board streetcar on fleet at bastion";"medical"
"2114";"3";"29";"Thursday";"16";"Evening Rush";"509 harbourfront service turning back at queens quay and spadina due to medical emergency on board streetcar on fleet at bastion. ";"509";"streetcar";"no service";"to medical emergency on board streetcar on fleet at bastion";"medical"
"2115";"3";"29";"Thursday";"16";"Evening Rush";"service holding on line 1 northbound at sheppard-yonge station due to medical emergency on board train.";"line 1";"subway";"delay";"to medical emergency on board train";"medical"
"2116";"3";"29";"Thursday";"16";"Evening Rush";"512 st clair streetcar service holding eastbound on st clair at avenue due to medical emergency on board streetcar. ";"512";"streetcar";"delay";"to medical emergency on board streetcar";"medical"
"2117";"3";"29";"Thursday";"15";"Midday";"501 queen service diverting westbound via church king spadina due to collision on queen at york. ";"501";"streetcar";"detour";"to collision on queen at york";"collision on the road"
"2118";"3";"29";"Thursday";"13";"Midday";"96 wilson 118 thistle down 165 weston road north 186 wilson rocket diverting both ways via lexfield calvington keele due to collision at wilson and julian. ";"96";"bus";"detour";"to collision at wilson and julian";"collision on the road"
"2119";"3";"29";"Thursday";"13";"Midday";"96 wilson 118 thistle down 165 weston road north 186 wilson rocket diverting both ways via lexfield calvington keele due to collision at wilson and julian. ";"118";"bus";"detour";"to collision at wilson and julian";"collision on the road"
"2120";"3";"29";"Thursday";"13";"Midday";"96 wilson 118 thistle down 165 weston road north 186 wilson rocket diverting both ways via lexfield calvington keele due to collision at wilson and julian. ";"165";"bus";"detour";"to collision at wilson and julian";"collision on the road"
"2121";"3";"29";"Thursday";"13";"Midday";"96 wilson 118 thistle down 165 weston road north 186 wilson rocket diverting both ways via lexfield calvington keele due to collision at wilson and julian. ";"186";"bus";"detour";"to collision at wilson and julian";"collision on the road"
"2122";"3";"29";"Thursday";"13";"Midday";"501 queen turning back at kingston road due to autos in collision at queen and brookfield. ";"501";"streetcar";"no service";"to autos in collision at queen and brookfield";"collision on the road"
"2123";"3";"29";"Thursday";"12";"Midday";"504 king holding southbound at broadview and danforth due to truck blocking tracks. ";"504";"streetcar";"delay";"to truck blocking tracks";"blockage on the road/rail"
"2124";"3";"29";"Thursday";"11";"Midday";"52g lawrencewest diverting both ways islington dixon kipling due to downed hydro wires at wyncott and westway. ";"52";"bus";"detour";"to downed hydro wires at wyncott and westway";"watermain/sewer/road repairs"
"2125";"3";"29";"Thursday";"10";"Midday";"53 steeles diverting eastbound via mccowan elson middlefield due to stalled truck at steeles and mccowan. ";"53";"bus";"detour";"to stalled truck at steeles and mccowan";"blockage on the road/rail"
"2126";"3";"29";"Thursday";" 9";"Morning Rush";"elevator alert union station concourse level to subway platform (northbound yonge) out of service. ";"union";"elevator";"elevator down";NA;NA
"2127";"3";"29";"Thursday";" 7";"Morning Rush";"elevator alert vaughan metropolitan centre station concourse level to subway platform and concourse level to street and passenger pick up out of service. ";"vaughan";"elevator";"elevator down";NA;NA
"2128";"3";"29";"Thursday";" 7";"Morning Rush";"144 downtown/ don valley express diverting both ways via dvp don mills overlea o'connor broadview eastern due to autos in collision at dvp near pottery road. #ttc";"144";"bus";"detour";"to autos in collision at dvp near pottery road";"collision on the road"
"2129";"3";"29";"Thursday";" 5";"Late night";"elevator alert sheppardwest station passenger pick up and drop off to concourse level out of service. ";"sheppardwest";"elevator";"elevator down";NA;NA
"2130";"3";"28";"Wednesday";"20";"Evening";"service suspended on line 2 between jane and ossington stations due to power off situation at keele station. ";"line 2";"subway";"no service";"to power off situation at keele station";"power problem"
"2131";"3";"28";"Wednesday";"19";"Evening Rush";"you may experience minute longer than normal travel times northbound union to wilson stations on line 1. ";"line 1";"subway";"delay";NA;NA
"2132";"3";"28";"Wednesday";"19";"Evening Rush";"501 queen holding westbound at queen and sherbourne due to stalled streetcar.";"501";"streetcar";"delay";"to stalled streetcar";"stalled streetcar"
"2133";"3";"28";"Wednesday";"18";"Evening Rush";"74 mt pleasant and 88 south leaside routes bypassing st clair station due to police investigation.";"74";"bus";"bypass";"to police investigation";"police/security"
"2134";"3";"28";"Wednesday";"18";"Evening Rush";"74 mt pleasant and 88 south leaside routes bypassing st clair station due to police investigation.";"88";"bus";"bypass";"to police investigation";"police/security"
"2135";"3";"28";"Wednesday";"18";"Evening Rush";"line 1 service bypassing st clair station both ways due to police investigation at station. ";"line 1";"subway";"bypass";"to police investigation at station";"police/security"
"2136";"3";"28";"Wednesday";"18";"Evening Rush";"512 st clair turning back westbound at stclairwest station due to police investigation at st clair station.";"512";"streetcar";"no service";"to police investigation at st clair station";"police/security"
"2137";"3";"28";"Wednesday";"18";"Evening Rush";"34 eglinton and 100 flemingdon park diverting westbound via wynford eglinton due to collision at wynford near don valley parkway.";"34";"bus";"detour";"to collision at wynford near don valley parkway";"collision on the road"
"2138";"3";"28";"Wednesday";"18";"Evening Rush";"34 eglinton and 100 flemingdon park diverting westbound via wynford eglinton due to collision at wynford near don valley parkway.";"100";"bus";"detour";"to collision at wynford near don valley parkway";"collision on the road"
"2139";"3";"28";"Wednesday";"18";"Evening Rush";"121 fort york-esplanade diverting westbound via simcoe wellington peter due to collision at front and john.";"121";"bus";"detour";"to collision at front and john";"collision on the road"
"2140";"3";"28";"Wednesday";"18";"Evening Rush";"service suspended on line 1 both ways union to st george stations due to security incident at osgoode station. ";"line 1";"subway";"no service";"to security incident at osgoode station";"police/security"
"2141";"3";"28";"Wednesday";"16";"Evening Rush";"elevator alert broadview station eastbound platform to concourse out of service. ";"broadview";"elevator";"elevator down";NA;NA
"2142";"3";"28";"Wednesday";"15";"Midday";"501 queen holding westbound at queen and spadina due to stalled streetcar.";"501";"streetcar";"delay";"to stalled streetcar";"stalled streetcar"
"2143";"3";"28";"Wednesday";"15";"Midday";"line 2 service suspended both ways at jane station due to toronto fire investigation. trains turning back from keele station. ";"line 2";"subway";"no service";"to toronto fire investigation";"fire"
"2144";"3";"28";"Wednesday";"14";"Midday";"501 queen diverting westbound via spadina king shaw due to collision at queen and augusta.";"501";"streetcar";"detour";"to collision at queen and augusta";"collision on the road"
"2145";"3";"28";"Wednesday";"10";"Midday";"elevator alert bathurst station westbound platform to street level out of service. ";"bathurst";"elevator";"elevator down";NA;NA
"2146";"3";"28";"Wednesday";" 9";"Morning Rush";"503 kingston road turning back at queen and kingston due to truck blocking tracks at kingston and woodbine. ";"503";"streetcar";"no service";"to truck blocking tracks at kingston and woodbine";"blockage on the road/rail"
"2147";"3";"28";"Wednesday";" 7";"Morning Rush";"501 queen diverting westbound via coxwell gerrard broadview due to overhead wire issues at queen and degrassi. ";"501";"streetcar";"detour";"to overhead wire issues at queen and degrassi";"power problem"
"2148";"3";"28";"Wednesday";" 6";"Morning Rush";"elevator alert bloor-yonge station north side northbound platform to concourse out of service. ";"bloor-yonge";"elevator";"elevator down";NA;NA
"2149";"3";"28";"Wednesday";" 5";"Late night";"elevator alert st george station line 1 (yu) to line 2 (bd) to bus level out of service. ";"st george";"elevator";"elevator down";NA;NA
"2150";"3";"28";"Wednesday";" 2";"Late night";"510 spadina service turning back at queen and mccaul due to stalled streetcar at spadina and queen. shuttle buses operating. ";"510";"streetcar";"no service";"to stalled streetcar at spadina and queen";"stalled streetcar"
"2151";"3";"28";"Wednesday";" 1";"Late night";"509 harbourfront service diverting eastbound via bathurst king spadina queens quay due to stalled streetcar at queens quay and bathurst ";"509";"streetcar";"detour";"to stalled streetcar at queens quay and bathurst ";"stalled streetcar"
"2152";"3";"27";"Tuesday";"20";"Evening";"511 bathurst turning back at queen and bathurst due to collision at bathurst and dundas. ";"511";"streetcar";"no service";"to collision at bathurst and dundas";"collision on the road"
"2153";"3";"27";"Tuesday";"20";"Evening";"train service holding westbound on line 2 at coxwell station due to police investigation on board train.";"line 2";"subway";"delay";"to police investigation on board train";"police/security"
"2154";"3";"27";"Tuesday";"20";"Evening";"longer than normal travel times on line 1 northbound between union and stclairwest stations.";"line 1";"subway";"delay";NA;NA
"2155";"3";"27";"Tuesday";"19";"Evening Rush";"service suspended on line 2 between st george and woodbine stations due to fire investigation at chester station.";"line 2";"subway";"no service";"to fire investigation at chester station";"fire"
"2156";"3";"27";"Tuesday";"18";"Evening Rush";"6 bay diverting northbound via gerrard yonge wellesley due to collision at bay and college. ";"6";"bus";"detour";"to collision at bay and college";"collision on the road"
"2157";"3";"27";"Tuesday";"18";"Evening Rush";"510 spadina turning back at charlotte loop due to stalled streetcar at spadina and king. ";"510";"streetcar";"no service";"to stalled streetcar at spadina and king";"stalled streetcar"
"2158";"3";"27";"Tuesday";"18";"Evening Rush";"511 bathurst diverting both ways via dundas spadina king due to collision at bathurst and dundas. ";"511";"streetcar";"detour";"to collision at bathurst and dundas";"collision on the road"
"2159";"3";"27";"Tuesday";"18";"Evening Rush";"service suspended on line 1 both ways between spadina and lawrencewest stations due to person at track level at stclairwest station.";"line 1";"subway";"no service";"to person at track level at stclairwest station";"track problem/maintainance"
